"Subscribe to back in stock notification","Abonați-vă la alerta de revenire în stoc"
"Subscribe","Abonare"
"My Subscriptions","Abonările mele"
"Image","Imagine"
"Product","Produs"
"Subscribed On","Data abonării"
"Remove This Item","Şterge acest produs"
"Are you sure you would like to remove this item from the subscriptions","Are you sure you would like to remove this item from the subscriptions"
"There are no active subscriptions.","Nu sunteţi abonat în momentul acesta."
"Sign up to get notified when this configuration is back in stock","Sign up to get notified when this configuration is back in stock"
"My Out of Stock Subscriptions","My Out of Stock Subscriptions"
"An error occurred while deleting the item from Subscriptions: %s","An error occurred while deleting the item from Subscriptions: %s"
"An error occurred while deleting the item from Subscriptions.","An error occurred while deleting the item from Subscriptions."
"Not enough parameters.","Parametrii insuficienţi."
"Alert subscription has been saved.","Abonarea a fost salvată."
"Unable to update the alert subscription.","Nu se pot actualiza setările la abonare."
"Out of Stock","Stoc epuizat"
"My Stock Subscriptions", "Abonările mele"
